recency,history_segment,history,mens,womens,zip_code,newbie,channel,segment,visit,conversion,spend
12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,3) $200 - $350,257.56,0,1,Rural,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,1,0,0.0
10,3) $200 - $350,205.73,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
1,5) $500 - $750,559.63,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,45.23,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,4) $350 - $500,481.21,1,0,Rural,0,Phone,No E-Mail,0,0,0.0
9,3) $200 - $350,245.11,0,1,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
7,1) $0 - $100,31.88,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
5,3) $200 - $350,339.45,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
1,5) $500 - $750,539.33,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
12,2) $100 - $200,174.74,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,287.25,1,1,Surburban,0,Web,Womens E-Mail,1,0,0.0
1,4) $350 - $500,493.48,1,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,274.31,1,0,Surburban,0,Multichannel,Mens E-Mail,0,0,0.0
1,5) $500 - $750,655.55,1,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
4,1) $0 - $100,98.5,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,56.26,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,286.05,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
8,"6) $750 - $1,000",803.59,1,1,Surburban,1,Multichannel,No E-Mail,1,0,0.0
11,"6) $750 - $1,000",799.39,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
3,1) $0 - $100,39.69,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,57.29,0,1,Rural,1,Phone,Mens E-Mail,1,0,0.0
9,1) $0 - $100,71.4,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,214.59,0,1,Rural,0,Multichannel,Mens E-Mail,1,0,0.0
7,2) $100 - $200,136.61,0,1,Rural,1,Phone,Mens E-Mail,0,0,0.0
7,3) $200 - $350,209.0,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
1,2) $100 - $200,151.99,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,97.85,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,55.68,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,144.48,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
9,3) $200 - $350,201.75,1,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,53.57,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,182.37,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
2,4) $350 - $500,414.66,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
3,2) $100 - $200,181.8,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,85.55,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
3,2) $100 - $200,197.68,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
6,"6) $750 - $1,000",886.18,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,229.16,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
12,3) $200 - $350,204.22,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
6,2) $100 - $200,145.03,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,335.22,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
3,1) $0 - $100,84.47,1,0,Urban,1,Phone,Mens E-Mail,1,0,0.0
12,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,2) $100 - $200,199.5,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
11,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0,0,0.0
5,2) $100 - $200,102.97,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
6,1) $0 - $100,94.89,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
8,3) $200 - $350,272.89,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
9,2) $100 - $200,199.16,1,0,Surburban,0,Phone,No E-Mail,1,0,0.0
12,1) $0 - $100,68.51,1,0,Urban,1,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,178.5,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
10,1) $0 - $100,41.88,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
3,3) $200 - $350,235.64,1,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,42.63,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
2,4) $350 - $500,408.98,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
5,1) $0 - $100,76.99,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,66.05,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,235.13,1,0,Urban,0,Web,No E-Mail,0,0,0.0
4,2) $100 - $200,124.94,0,1,Rural,0,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,47.85,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,376.21,1,0,Surburban,1,Web,No E-Mail,0,0,0.0
1,2) $100 - $200,111.53,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
6,2) $100 - $200,159.25,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,3) $200 - $350,288.78,1,0,Urban,0,Phone,No E-Mail,1,0,0.0
1,4) $350 - $500,486.85,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
12,1) $0 - $100,44.13,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,356.45,1,0,Urban,1,Phone,Womens E-Mail,1,0,0.0
4,4) $350 - $500,487.1,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
10,1) $0 - $100,42.94,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
1,5) $500 - $750,542.14,1,0,Urban,1,Multichannel,No E-Mail,0,0,0.0
3,"7) $1,000 +",1586.16,1,0,Urban,1,Web,No E-Mail,0,0,0.0
4,2) $100 - $200,194.34,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
6,5) $500 - $750,734.25,0,1,Rural,1,Phone,Womens E-Mail,1,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
1,5) $500 - $750,523.15,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
1,3) $200 - $350,248.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
2,2) $100 - $200,108.03,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
6,2) $100 - $200,109.32,1,0,Urban,0,Web,No E-Mail,0,0,0.0
11,4) $350 - $500,439.25,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
1,"6) $750 - $1,000",858.38,1,0,Surburban,1,Multichannel,No E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Web,Womens E-Mail,1,1,75.22
2,2) $100 - $200,102.19,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
9,5) $500 - $750,666.13,1,1,Rural,1,Phone,Womens E-Mail,0,0,0.0
1,"6) $750 - $1,000",798.68,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
11,2) $100 - $200,113.59,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
5,4) $350 - $500,457.66,1,1,Urban,0,Web,Mens E-Mail,0,0,0.0
3,5) $500 - $750,663.31,1,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
7,3) $200 - $350,265.86,1,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,2) $100 - $200,133.37,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
6,"6) $750 - $1,000",925.06,0,1,Surburban,1,Multichannel,No E-Mail,0,0,0.0
3,2) $100 - $200,151.06,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,3) $200 - $350,299.31,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
7,4) $350 - $500,415.85,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
11,2) $100 - $200,184.44,1,0,Urban,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,65.48,1,0,Urban,1,Phone,Womens E-Mail,0,0,0.0
1,5) $500 - $750,582.72,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
11,3) $200 - $350,284.83,1,0,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
8,4) $350 - $500,396.63,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,55.73,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
5,2) $100 - $200,193.36,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
8,4) $350 - $500,368.59,1,0,Urban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,167.43,1,0,Urban,1,Web,No E-Mail,0,0,0.0
3,3) $200 - $350,334.0,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,195.18,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,115.98,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,150.13,0,1,Rural,0,Web,Womens E-Mail,1,0,0.0
3,5) $500 - $750,516.74,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,48.3,0,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
9,3) $200 - $350,224.27,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
2,"6) $750 - $1,000",872.27,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
9,3) $200 - $350,274.29,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,97.59,1,0,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
2,3) $200 - $350,201.36,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
10,3) $200 - $350,296.97,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
7,2) $100 - $200,191.73,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,59.1,0,1,Urban,1,Web,Womens E-Mail,1,0,0.0
1,4) $350 - $500,362.58,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0
11,4) $350 - $500,365.56,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
5,5) $500 - $750,570.73,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
3,3) $200 - $350,329.13,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,1) $0 - $100,45.85,0,1,Urban,1,Web,No E-Mail,0,0,0.0
1,5) $500 - $750,511.71,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,116.29,1,0,Rural,0,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,57.31,0,1,Urban,1,Phone,No E-Mail,1,1,29.99
1,4) $350 - $500,474.5,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
9,2) $100 - $200,118.94,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
11,3) $200 - $350,267.55,1,1,Urban,1,Multichannel,Mens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
9,1) $0 - $100,68.0,1,0,Rural,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,62.7,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,77.74,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0,0,0.0
2,3) $200 - $350,286.38,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
4,"6) $750 - $1,000",859.53,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
5,1) $0 - $100,46.92,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
11,1) $0 - $100,74.39,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,96.88,0,1,Rural,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,151.03,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
3,5) $500 - $750,568.63,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
8,5) $500 - $750,570.79,0,1,Urban,1,Multichannel,No E-Mail,1,0,0.0
9,1) $0 - $100,77.06,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,5) $500 - $750,557.47,1,0,Urban,1,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
3,1) $0 - $100,30.59,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,31.63,1,0,Urban,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,213.48,0,1,Surburban,1,Multichannel,Mens E-Mail,1,0,0.0
10,2) $100 - $200,174.32,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,2) $100 - $200,168.42,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
1,2) $100 - $200,196.02,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,34.74,1,0,Surburban,0,Web,No E-Mail,0,0,0.0
9,4) $350 - $500,498.82,0,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
1,2) $100 - $200,176.09,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,321.24,1,1,Urban,0,Multichannel,Mens E-Mail,0,0,0.0
12,1) $0 - $100,29.99,1,0,Rural,1,Phone,Mens E-Mail,0,0,0.0
4,1) $0 - $100,51.87,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
9,4) $350 - $500,448.92,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,380.93,1,1,Surburban,0,Web,No E-Mail,0,0,0.0
2,2) $100 - $200,146.8,0,1,Urban,1,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,76.84,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,41.8,0,1,Urban,0,Phone,No E-Mail,1,0,0.0
5,3) $200 - $350,230.48,1,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,3) $200 - $350,347.1,1,1,Rural,0,Phone,Womens E-Mail,0,0,0.0
9,2) $100 - $200,165.12,0,1,Urban,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,91.75,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
9,1) $0 - $100,31.26,1,0,Urban,1,Web,Womens E-Mail,0,0,0.0
11,5) $500 - $750,579.76,1,0,Surburban,1,Phone,Mens E-Mail,1,0,0.0
1,2) $100 - $200,157.63,0,1,Urban,1,Web,Mens E-Mail,1,0,0.0
4,3) $200 - $350,268.9,1,0,Rural,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,487.58,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
1,3) $200 - $350,230.99,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
2,1) $0 - $100,96.07,1,0,Urban,0,Web,Womens E-Mail,1,0,0.0
8,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
6,2) $100 - $200,149.98,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
11,4) $350 - $500,369.1,1,0,Urban,1,Multichannel,Mens E-Mail,1,0,0.0
11,3) $200 - $350,213.6,1,1,Surburban,1,Web,No E-Mail,0,0,0.0
3,4) $350 - $500,453.15,1,1,Urban,1,Multichannel,No E-Mail,0,0,0.0
3,2) $100 - $200,177.03,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
5,1) $0 - $100,90.23,1,0,Urban,1,Web,Mens E-Mail,0,0,0.0
9,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
7,2) $100 - $200,124.04,0,1,Urban,1,Phone,Womens E-Mail,0,0,0.0
8,1) $0 - $100,49.59,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0,0,0.0
10,3) $200 - $350,304.9,1,0,Urban,0,Phone,No E-Mail,0,0,0.0
4,1) $0 - $100,69.34,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
2,5) $500 - $750,740.96,1,1,Urban,1,Phone,Mens E-Mail,1,1,53.72
2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
6,1) $0 - $100,53.81,1,0,Urban,1,Web,No E-Mail,0,0,0.0
8,1) $0 - $100,47.0,0,1,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,1) $0 - $100,87.39,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
5,1) $0 - $100,99.93,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
8,5) $500 - $750,519.29,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
1,3) $200 - $350,212.71,1,1,Urban,0,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,0,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,476.26,0,1,Urban,0,Web,Womens E-Mail,1,0,0.0
10,1) $0 - $100,82.14,0,1,Rural,0,Web,No E-Mail,1,0,0.0
2,"6) $750 - $1,000",896.49,1,1,Surburban,1,Web,Womens E-Mail,0,0,0.0
12,2) $100 - $200,169.3,0,1,Surburban,0,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,281.21,0,1,Urban,0,Phone,No E-Mail,0,0,0.0
2,"7) $1,000 +",1203.63,1,1,Surburban,1,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,135.24,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
4,3) $200 - $350,300.91,0,1,Urban,1,Phone,Mens E-Mail,0,0,0.0
11,2) $100 - $200,101.4,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,183.49,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
9,"7) $1,000 +",1042.17,1,1,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
5,2) $100 - $200,115.09,1,0,Urban,0,Phone,Mens E-Mail,1,0,0.0
6,1) $0 - $100,29.99,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
5,2) $100 - $200,138.81,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
10,1) $0 - $100,59.54,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
11,1) $0 - $100,51.63,1,0,Urban,0,Web,No E-Mail,0,0,0.0
1,4) $350 - $500,490.36,1,0,Rural,0,Multichannel,Mens E-Mail,0,0,0.0
7,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0,0,0.0
9,3) $200 - $350,330.97,1,0,Surburban,1,Web,Mens E-Mail,0,0,0.0
3,2) $100 - $200,104.24,1,0,Urban,0,Phone,Mens E-Mail,0,0,0.0
3,3) $200 - $350,329.81,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
5,1) $0 - $100,67.37,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
10,4) $350 - $500,426.94,0,1,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
3,4) $350 - $500,399.04,1,0,Surburban,1,Multichannel,Womens E-Mail,0,0,0.0
3,5) $500 - $750,693.65,1,1,Urban,1,Web,Womens E-Mail,0,0,0.0
9,2) $100 - $200,158.49,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,1,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,1,0,0.0
4,2) $100 - $200,168.06,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
2,2) $100 - $200,142.45,0,1,Surburban,1,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,1,Phone,No E-Mail,0,0,0.0
2,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0,0,0.0
10,1) $0 - $100,99.65,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
1,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,1,0,0.0
5,1) $0 - $100,29.99,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
4,3) $200 - $350,204.94,0,1,Rural,1,Web,Womens E-Mail,0,0,0.0
10,2) $100 - $200,177.55,1,0,Surburban,0,Phone,Womens E-Mail,0,0,0.0
6,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
6,1) $0 - $100,61.32,0,1,Urban,0,Phone,Womens E-Mail,0,0,0.0
2,1) $0 - $100,74.77,0,1,Rural,1,Web,Mens E-Mail,0,0,0.0
2,1) $0 - $100,36.43,0,1,Urban,1,Web,No E-Mail,0,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,1,0,0.0
3,1) $0 - $100,29.99,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
9,1) $0 - $100,80.06,0,1,Urban,0,Phone,Mens E-Mail,0,0,0.0
2,4) $350 - $500,363.97,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
10,1) $0 - $100,75.86,1,0,Urban,0,Web,No E-Mail,0,0,0.0
4,1) $0 - $100,99.18,0,1,Surburban,0,Web,No E-Mail,0,0,0.0
8,3) $200 - $350,205.86,1,1,Urban,0,Web,Mens E-Mail,1,0,0.0
10,1) $0 - $100,29.99,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
11,1) $0 - $100,97.25,1,0,Urban,1,Phone,No E-Mail,0,0,0.0
1,3) $200 - $350,331.1,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
8,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
12,2) $100 - $200,122.67,0,1,Surburban,1,Phone,No E-Mail,0,0,0.0
10,2) $100 - $200,189.89,1,0,Surburban,0,Web,Womens E-Mail,1,0,0.0
7,1) $0 - $100,98.28,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
7,3) $200 - $350,317.14,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
7,2) $100 - $200,144.73,0,1,Surburban,0,Phone,Womens E-Mail,0,0,0.0
10,3) $200 - $350,218.61,0,1,Surburban,0,Multichannel,No E-Mail,0,0,0.0
11,3) $200 - $350,221.46,1,0,Surburban,0,Web,Womens E-Mail,0,0,0.0
11,1) $0 - $100,76.74,0,1,Surburban,0,Web,Womens E-Mail,0,0,0.0
3,1) $0 - $100,55.44,0,1,Surburban,1,Phone,Womens E-Mail,0,0,0.0
5,4) $350 - $500,373.31,1,0,Urban,0,Multichannel,No E-Mail,0,0,0.0
1,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0,0,0.0
9,5) $500 - $750,513.43,0,1,Urban,1,Multichannel,Womens E-Mail,0,0,0.0
10,5) $500 - $750,509.46,0,1,Rural,1,Multichannel,Mens E-Mail,0,0,0.0
3,2) $100 - $200,140.08,0,1,Urban,1,Phone,No E-Mail,0,0,0.0
2,4) $350 - $500,482.45,0,1,Surburban,0,Web,No E-Mail,1,0,0.0
2,3) $200 - $350,272.09,1,0,Urban,0,Web,Mens E-Mail,0,0,0.0
7,3) $200 - $350,220.29,0,1,Urban,1,Web,Womens E-Mail,0,0,0.0
1,5) $500 - $750,596.98,1,0,Surburban,1,Web,Womens E-Mail,0,0,0.0
2,2) $100 - $200,120.6,1,0,Surburban,1,Phone,Mens E-Mail,0,0,0.0
3,2) $100 - $200,100.51,1,0,Surburban,0,Phone,No E-Mail,0,0,0.0
1,2) $100 - $200,101.05,1,0,Urban,0,Web,No E-Mail,0,0,0.0
2,3) $200 - $350,227.93,1,0,Urban,0,Phone,Womens E-Mail,1,0,0.0
3,1) $0 - $100,29.99,0,1,Urban,1,Web,No E-Mail,0,0,0.0
5,4) $350 - $500,396.81,0,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
3,4) $350 - $500,352.32,1,0,Surburban,0,Phone,Mens E-Mail,1,0,0.0
1,5) $500 - $750,623.04,1,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
3,3) $200 - $350,232.87,0,1,Urban,1,Web,No E-Mail,0,0,0.0
2,1) $0 - $100,96.19,0,1,Rural,0,Phone,No E-Mail,0,0,0.0
12,1) $0 - $100,47.47,1,0,Urban,0,Web,Womens E-Mail,0,0,0.0
4,4) $350 - $500,390.43,1,1,Urban,0,Phone,Mens E-Mail,1,0,0.0
10,3) $200 - $350,241.52,1,0,Surburban,0,Multichannel,Womens E-Mail,0,0,0.0
8,2) $100 - $200,164.04,1,0,Rural,0,Web,No E-Mail,0,0,0.0
10,4) $350 - $500,394.95,1,0,Rural,1,Phone,No E-Mail,0,0,0.0
10,1) $0 - $100,61.97,0,1,Surburban,1,Phone,Mens E-Mail,0,0,0.0
2,"7) $1,000 +",1035.42,0,1,Surburban,1,Multichannel,Mens E-Mail,0,0,0.0
6,2) $100 - $200,111.88,1,0,Surburban,0,Web,Mens E-Mail,0,0,0.0
